FanID,Institution,EducationStatus,EducationDate,Degree,DegreeType,College,Division,Department
721931,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
721931,Florida State University,Graduated,1996-12-14T00:00:00.000000000,Associate of Arts,PRIMARY,Fine Arts,Interior Design,Interior Design
721933,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
721933,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Master of Accounting,PRIMARY,Business,Accounting,Taxation
721934,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
721934,Florida State University,Graduated,1996-08-14T00:00:00.000000000,Master of Accounting,PRIMARY,Business,Accounting,Corporate Accounting
721934,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Business Administration,"Business, Undecided - NFA"
721937,Florida State University,Graduated,1988-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
721940,Florida State University,Graduated,1985-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
721941,Florida State University,Graduated,1987-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
721942,Florida State University,Incomplete,,,PRIMARY,Engineering,Engineering,"Engineering, NFA"
721943,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Dietetics
721943,Florida International University,Graduated,,Master of Public Health,,,,
721951,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
721964,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
721965,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
721967,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
721969,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,HISTORICAL,"Education, Health, and Human Sciences",Retail Merch & Product Dev,Merchandising
721969,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Jim Moran Entrepreneurship,Jim Moran Entrepreneurship,Merchandising
721973,Florida State University,Graduated,1997-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
721976,Florida State University,Currently attending,,,PRIMARY,Social Work,Social Work,Social Work
721976,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Social Work,PRIMARY,Social Work,Social Work,Social Work
721982,Florida State University,Graduated,1989-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Art,Studio Art
721984,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
721985,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
721987,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,Geography,Environmental Studies
721987,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Master of Sci. Planning,PRIMARY,Social Sciences,Urban Planning,Urban & Regional Planning
721988,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
721995,Florida State University,Graduated,1957-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
721996,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Master of Arts,PRIMARY,Business,Accounting,Accounting
721996,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
721996,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
721998,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Fine Arts,PRIMARY,Fine Arts,Theatre,Theatre
722000,Florida State University,Graduated,1955-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722005,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Education
722005,Florida State University,Graduated,1950-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Education
722008,Florida State University,Graduated,1999-12-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
722012,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722018,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
722019,Florida State University,Graduated,1998-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722021,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Associate of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Undecided
722023,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722025,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Marketing,Marketing
722025,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
722029,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Engineering
722032,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Political Science,Political Science
722032,Florida State University,Graduated,1993-12-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722033,Florida State University,Graduated,1992-12-12T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Social Sciences,Political Science
722033,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722038,Florida State University,Graduated,1987-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722039,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
722039,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
722041,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
722043,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Instructional Systems
722043,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722043,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Business Administration,"Business, Undecided - NFA"
722044,Florida State University,Graduated,2002-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
722044,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
722045,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722046,Florida State University,Graduated,1997-12-13T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,English/Business
722048,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Bachelor of Music Education,PRIMARY,Music,Music,Music Education
722049,Florida State University,Graduated,2000-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Studies
722053,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722054,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Humanities,Humanities
722055,Florida State University,Graduated,2006-12-16T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
722055,Florida State University,Graduated,2002-04-27T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
722057,Florida State University,Graduated,2016-12-17T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Information,Information
722057,Florida State University,Graduated,1988-08-15T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Creative Writing
722058,Florida State University,Graduated,1963-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
722061,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722063,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722063,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Finance,Finance
722069,Florida State University,Incomplete,,,PRIMARY,Arts & Sciences,Computer Science,Computer Science
722071,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722077,Florida State University,Graduated,1987-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
722078,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,SECONDARY,Social Sciences,Economics,Economics
722078,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722079,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Bachelor of Arts,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722080,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722081,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Literature
722082,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
722083,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Arts & Sciences,Meteorology,Meteorology
722083,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,SECONDARY,Social Sciences,Social Sciences,Social Science
722083,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Meteorology,Meteorology
722084,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722085,Florida State University,Graduated,1978-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722087,Florida State University,Graduated,1987-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722088,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722092,Stetson University,Graduated,,Juris Doctor,,,,
722092,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Pre-Law
722095,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Food & Nutrition Science
722099,Florida State University,Graduated,2002-04-27T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
722099,Florida State University,Graduated,1996-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Engineering
722099,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Associate of Arts,PRIMARY,Engineering,Engineering,Civil Engineering
722100,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
722101,Florida State University,Graduated,2005-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Jim Moran Entrepreneurship,Jim Moran Entrepreneurship,Merchandising
722101,Florida State University,Graduated,2005-08-12T00:00:00.000000000,Bachelor of Science,HISTORICAL,"Education, Health, and Human Sciences",Retail Merch & Product Dev,Merchandising
722102,Florida State University,Incomplete,,,PRIMARY,Undergraduate Studies,Undergraduate Studies,Mathematics
722103,Florida State University,Graduated,2003-08-19T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
722104,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
722106,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722107,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences","Child Ed, Reading, & Disab.",Emotional/Learning Dis
722107,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Child Ed, Reading, & Disab.",Emotional/Learning Dis
722109,Florida State University,Graduated,1982-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722114,Florida State University,Graduated,1992-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722114,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Associate of Arts,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722118,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Master of Accounting,PRIMARY,Business,Accounting,Assurance Services
722118,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722119,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Bachelor of Arts,PRIMARY,Fine Arts,Theatre,Theatre
722121,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Master of Science,PRIMARY,Social Sciences,Political Science,American Politics & Policy
722128,University Of Illinois At Urbana,Graduated,,,,,,
722130,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Master of Arts,PRIMARY,Arts & Sciences,Humanities,Humanities
722130,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,English
722131,Florida State University,Graduated,1992-08-14T00:00:00.000000000,Master of Social Work,PRIMARY,Social Work,Social Work,Social Work
722135,Florida State University,Incomplete,,,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Sport Management
722138,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722140,Florida State University,Graduated,1976-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Food & Nutrition Science
722140,Boston University,Graduated,,Master of Science,,,,
722141,Florida State University,Graduated,1996-12-14T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
722143,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722145,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722146,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Digital Media Production
722148,Florida State University,Graduated,1995-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
722150,Florida State University,Graduated,2003-08-19T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722152,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
722153,Florida State University,Graduated,1977-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
722154,Florida State University,Graduated,1991-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
722155,Florida State University,Graduated,1957-02-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
722156,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
722156,Florida State University,Graduated,1989-08-15T00:00:00.000000000,Associate of Arts,PRIMARY,Undergraduate Studies,Undergraduate Studies,Undergraduate Studies
722158,Florida State University,Incomplete,,,,,,
722159,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Social Science Education
722161,Florida State University,Graduated,1958-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
722163,Florida State University,Incomplete,,,PRIMARY,Arts & Sciences,Arts & Sciences,Undecided
722164,Florida State University,Graduated,2007-08-10T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
722164,Florida State University,Graduated,2007-08-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
722166,Florida State University,Graduated,1950-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Food Service Admin
722167,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Health Education
722171,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
722173,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Associate of Arts,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722173,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722176,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722179,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
722182,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Risk Management & Insurance,Real Estate
722182,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722184,Florida State University,Graduated,1987-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication/Business
722187,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
722188,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Computer Science,Computer Science
722189,Florida State University,Graduated,1959-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Education
722190,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
722190,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
722191,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
722196,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Accounting,Accounting
722196,Florida State University,Graduated,1992-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722197,Florida State University,Graduated,1990-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
722198,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Business,Business Administration,Management
722198,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
722199,Florida State University,Graduated,1982-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722200,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Accounting,Accounting
722200,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722200,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Finance,Finance
722202,Florida State University,Graduated,1989-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722204,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722206,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722208,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Literature
722210,Florida State University,Graduated,1992-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Digital Media Production
722213,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
722214,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
722214,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
722216,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
722217,Florida State University,Graduated,1991-08-15T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
722218,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722219,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722220,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722221,Florida State University,Graduated,1992-04-25T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722223,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722223,Florida State University,Graduated,1997-12-13T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
722227,Florida State University,Graduated,1952-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
722262,Florida State University,Graduated,2006-08-18T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
722262,Florida State University,Graduated,2006-08-18T00:00:00.000000000,Bachelor of Arts,SECONDARY,Social Sciences,Geography,Geography
722263,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Human Resource Management
722263,Florida State University,Graduated,1999-12-18T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Instructional Systems
722295,Florida State University,Graduated,1995-08-15T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
722305,Florida State University,Graduated,2002-08-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722306,Florida State University,Graduated,2005-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
722307,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722307,Florida State University,Graduated,1980-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Arts & Sciences,Psychology,Psychology
722342,Florida State University,Graduated,2005-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Studies
722345,Florida State University,Graduated,2006-08-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
722354,Florida State University,Graduated,2012-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
722359,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Chemistry,Chemical Science
722360,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722367,Florida State University,Graduated,2020-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Actuarial Science
722387,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
722387,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
722404,Florida State University,Graduated,2018-12-15T00:00:00.000000000,Bachelor of Science,SECONDARY,Arts & Sciences,Psychology,Psychology
722404,Florida State University,Graduated,2018-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Sociology,Sociology
722478,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,General Communication
722479,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722480,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Food and Nutrition
722480,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Dietetics
722481,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722481,Florida State University,Graduated,2002-08-16T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
722482,Florida State University,Graduated,1991-12-14T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
722485,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
722491,Florida State University,Graduated,1998-12-12T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
722492,Florida State University,Graduated,2007-12-15T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
722496,Florida State University,Graduated,1995-08-15T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Library & Information Studies,Library Studies
722499,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
722499,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication & Information,Sport Info Mgmt & Mrkt
722503,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722503,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Management,Management
722512,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
