FanID,Institution,EducationStatus,EducationDate,Degree,DegreeType,College,Division,Department
2678,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
2678,Florida State University,Graduated,1981-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
2685,Florida State University,Graduated,1969-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
2689,Florida State University,Graduated,2004-12-11T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Applied Economics
2728,Florida State University,Incomplete,,,PRIMARY,Social Sciences,Sociology,Sociology
2733,Florida State University,Graduated,1989-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Family & Child Sciences,Housing
2740,Florida State University,Graduated,2001-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
2746,Florida State University,Graduated,2025-08-02T00:00:00.000000000,Master of Science,PRIMARY,,Educational Leadership,Ed Leadership/Admin
2746,Florida State University,Graduated,2007-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Social Science Education
2770,Florida State University,Incomplete,,,PRIMARY,Arts & Sciences,History,History
2772,Florida State University,Graduated,1998-12-12T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
2772,Florida State University,Graduated,1998-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
2772,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Business Administration,"Business, Prerequisites Incomplete"
2773,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
2822,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
2827,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Science,SECONDARY,Communication & Information,Communication,Communication Studies
2827,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
2842,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
2842,Florida State University,Graduated,1986-08-08T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
2860,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
2874,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Philosophy,Philosophy
2904,Florida State University,Graduated,1975-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
2904,Florida State University,Graduated,1978-03-01T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
2950,Florida State University,Incomplete,,,PRIMARY,Arts & Sciences,Mathematics,Applied/Comp Mathematics
3055,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
3065,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Psychology,Psychology
3081,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Specialist in Education,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Career Counseling
3081,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Career Counseling
3085,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
3095,Florida State University,Graduated,1964-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
3171,Florida State University,Graduated,2002-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
3171,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
3171,Florida State University,Graduated,2010-08-07T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Business,Business Administration,Finance
3178,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
3208,Florida State University,Graduated,1977-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Mathematics
3255,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
3343,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
3343,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
3354,Florida State University,Graduated,2005-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
3391,Florida State University,Graduated,2003-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
3441,Florida State University,Graduated,1983-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
3448,Florida State University,Graduated,1995-12-16T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
3467,Florida State University,Graduated,1963-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
3482,Florida State University,Graduated,2006-08-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
3493,Florida State University,Graduated,1949-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
3508,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Master of Sci. Planning,PRIMARY,Social Sciences,Urban Planning,Urban & Regional Planning
3508,Florida State University,Graduated,1975-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Geography,Geography
3512,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
3536,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
3562,Florida State University,Graduated,1974-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
3624,Florida State University,Graduated,1980-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,Political Science,Political Science
3631,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
3639,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
3639,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
3644,Florida State University,Graduated,2008-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Early Childhood Ed
3644,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Early Childhood Ed
3651,Florida State University,Graduated,1980-03-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
3651,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Finance,Finance
3661,Florida State University,Graduated,1988-04-30T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Economics,Economics
3661,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
3668,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Early Childhood Ed
3684,Florida State University,Graduated,1949-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business Teacher Edu
3689,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
3695,Florida State University,Graduated,2012-08-11T00:00:00.000000000,Master of Science,PRIMARY,Business,Marketing,Marketing
3695,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
3695,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Marketing,Marketing
3700,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
3701,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Arts,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
3730,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Multinational Business Op,Multinational Business Op
3730,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
3738,Florida State University,Graduated,2018-08-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
3742,Florida State University,Graduated,2002-12-14T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Sports Administration
3749,Florida State University,Graduated,1965-06-01T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
3749,Florida State University,Graduated,1965-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
3760,Florida State University,Graduated,1968-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
3764,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Risk Management/Insurance
3765,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Risk Management & Insurance,Real Estate
3765,Florida State University,Graduated,2007-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
3777,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Arts,SECONDARY,Arts & Sciences,Classics,Classical Civilizations
3777,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
3848,Florida State University,Graduated,1969-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Science Education
3876,Florida State University,Graduated,1964-04-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Statistics,Statistics
3876,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Finance,Finance
3900,Florida State University,Graduated,2020-05-02T00:00:00.000000000,Master of Science,PRIMARY,Arts & Sciences,Statistics,Statistics
3900,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
3906,Florida State University,Graduated,1968-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
3930,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
3951,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science in Nursing,PRIMARY,Nursing,Nursing,Nursing
4005,Florida State University,Incomplete,,,,,,
4040,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
4040,Florida State University,Graduated,1993-08-13T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Social Sciences,Social Science
4065,Florida State University,Graduated,1998-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Multinational Business Op,Multinational Business Op
4065,Florida State University,Graduated,1995-12-16T00:00:00.000000000,Associate of Arts,PRIMARY,Arts & Sciences,Chemistry,Chemistry
4067,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Psychology,Psychology
4076,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
4076,Florida State University,Graduated,1991-08-15T00:00:00.000000000,Master of Accounting,PRIMARY,Business,Accounting,Accounting
4101,Florida State University,Graduated,2014-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
4105,Florida State University,Graduated,1991-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
