FanID,IWave_Properties,IWave_PropertiesValue,IWave_AnnualCapacity,IWave_AnnualCapacityTargetProduction
4757,1.0,20399952.0,321299.0,54620.83
4761,1.0,843100.0,8852.0,1504.84
4763,0.0,,,
4785,1.0,285900.0,1429.0,242.93
4786,0.0,,,
4799,5.0,93149.0,978.0,166.26
4823,0.0,,3000.0,510.0
4829,0.0,,11250.0,1912.5
4833,1.0,428500.0,2249.0,382.33
4841,1.0,205500.0,411.0,69.87
4857,1.0,991600.0,15000.0,2550.0
4860,1.0,837500.0,8375.0,1423.75
4888,0.0,,7500.0,1275.0
4893,0.0,,,
4905,1.0,399400.0,3500.0,595.0
4916,1.0,323100.0,3231.0,549.27
4928,1.0,746200.0,7835.0,1331.95
4935,1.0,506400.0,5064.0,860.88
4937,0.0,,15000.0,2550.0
4944,0.0,,,
4958,0.0,,,
4959,1.0,409600.0,4500.0,765.0
4981,0.0,,,
4983,2.0,306972.0,3069.0,521.73
4987,0.0,,,
4994,1.0,344900.0,3449.0,586.33
5002,0.0,,,
5026,0.0,,,
5044,1.0,694600.0,7293.0,1239.81
5052,1.0,915900.0,11250.0,1912.5
5062,0.0,,7500.0,1275.0
5081,1.0,1028800.0,20000.0,3400.0
5085,1.0,550200.0,15000.0,2550.0
5088,5.0,25000.0,2750.0,467.5
5090,4.0,5986150.0,279740.0,47555.8
5095,1.0,352300.0,3000.0,510.0
5102,1.0,638600.0,7500.0,1275.0
5104,0.0,,,
5110,1.0,155600.0,311.0,52.87
5112,0.0,,,
5120,1.0,1424700.0,22439.0,3814.63
5132,1.0,640800.0,6408.0,1089.36
5134,0.0,,,
5137,2.0,1371400.0,13714.0,2331.38
5138,0.0,,,
5147,1.0,900700.0,9007.0,1531.19
5149,0.0,,,
5178,3.0,1606700.0,25968.0,4414.56
5181,0.0,,,
5187,2.0,1523200.0,22018.0,3743.06
5211,0.0,,,
5228,2.0,1115000.0,11707.0,1990.19
5233,0.0,,,
5254,1.0,1284000.0,13482.0,2291.94
5258,1.0,535400.0,5354.0,910.18
5262,1.0,875600.0,9193.0,1562.81
5268,1.0,805600.0,11250.0,1912.5
5278,1.0,325900.0,651.0,110.67
5305,0.0,,,
5308,1.0,920065.0,9200.0,1564.0
5310,1.0,183175.0,1923.0,326.91
5322,1.0,268200.0,536.0,91.12
5332,1.0,1141800.0,11989.0,2038.13
5351,0.0,,,
5360,0.0,,4000.0,680.0
5362,1.0,487600.0,2438.0,414.46
5366,1.0,652700.0,7500.0,1275.0
5371,1.0,749200.0,7492.0,1273.64
5379,1.0,403000.0,2115.0,359.55
5382,2.0,95940.0,3000.0,510.0
5399,0.0,,,
5401,1.0,492200.0,4922.0,836.74
5405,0.0,,,
5406,1.0,288800.0,577.0,98.09
5413,0.0,,,
5419,1.0,631500.0,6630.0,1127.1
5420,1.0,263700.0,1750.0,297.5
5424,1.0,1122600.0,11226.0,1908.42
5426,1.0,461800.0,4618.0,785.06
5427,1.0,764100.0,7641.0,1298.97
5428,1.0,574300.0,5743.0,976.31
5437,0.0,,,
5456,0.0,,,
5464,0.0,,2000.0,340.0
5465,0.0,,1500.0,255.0
5468,1.0,311800.0,11250.0,1912.5
5471,1.0,405600.0,2028.0,344.76
5485,1.0,365900.0,731.0,124.27
5493,1.0,270400.0,2250.0,382.5
5494,1.0,662000.0,6620.0,1125.4
5496,1.0,723500.0,7235.0,1229.95
5502,1.0,60144.0,631.0,107.27
5503,0.0,,540.0,91.8
5523,0.0,,,
5525,0.0,,,
5538,1.0,720200.0,7562.0,1285.54
